,POS,BIB,ATHLETE,COUNTRY,MARK,Reaction Time,index,name,venue,date,country,event,sex,round,url,ms*,Split,Mark,Athlete
6,7.0,,Jordi Mayoral,ESP,21.11,,477,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/men/200-metres/heats/result,,,,
7,8.0,,Antonio Ichiou,NMI,24.28,,477,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/men/200-metres/heats/result,,,,
0,1.0,,Jeff Williams,USA,20.56 Q,,477,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/men/200-metres/heats/result,,,,
1,2.0,,David Dollé,SUI,20.69 Q,,477,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/men/200-metres/heats/result,,,,
2,3.0,,Thomás Sbókos,GRE,20.71 Q,,477,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/men/200-metres/heats/result,,,,
3,4.0,,Mark Keddell,NZL,20.81 q,,477,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/men/200-metres/heats/result,,,,
4,5.0,,Robert Mackowiak,POL,20.83,,477,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/men/200-metres/heats/result,,,,
5,6.0,,Peter Ogilvie,CAN,21.18,,477,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/men/200-metres/heats/result,,,,
6,7.0,,Eswort Coombs,VIN,21.27,,477,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/men/200-metres/heats/result,,,,
7,8.0,,Martin Frick,LIE,21.89,,477,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/men/200-metres/heats/result,,,,
0,1.0,,Steve Brimacombe,AUS,20.74 Q,,477,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/men/200-metres/heats/result,,,,
1,2.0,,Geir Moen,NOR,20.80 Q,,477,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/men/200-metres/heats/result,,,,
2,3.0,,Koji Ito,JPN,20.80 Q,,477,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/men/200-metres/heats/result,,,,
3,4.0,,Riaan Dempers,RSA,20.97,,477,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/men/200-metres/heats/result,,,,
4,5.0,,Aleksandr SOKOLOV,RUS,21.17,,477,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/men/200-metres/heats/result,,,,
5,6.0,,Alain Reimann,SUI,21.28,,477,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/men/200-metres/heats/result,,,,
6,7.0,,Ricardo Roach,CHI,21.65,,477,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/men/200-metres/heats/result,,,,
7,8.0,,Trevor Davis,AIA,22.03,,477,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/men/200-metres/heats/result,,,,
0,1.0,,Damien Marsh,AUS,20.65 Q,,477,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/men/200-metres/heats/result,,,,
1,2.0,,John Regis,GBR,20.78 Q,,477,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/men/200-metres/heats/result,,,,
2,3.0,,Lars Hedner,SWE,20.85 Q,,477,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/men/200-metres/heats/result,,,,
3,4.0,,Joseph Loua,GUI,21.06,,477,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/men/200-metres/heats/result,,,,
4,5.0,,Danwei Huang,CHN,21.16,,477,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/men/200-metres/heats/result,,,,
5,6.0,,Justice Dipeba,BOT,21.17,,477,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/men/200-metres/heats/result,,,,
6,,,Yeóryios Panayiotópoulos,GRE,DQ,,477,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/men/200-metres/heats/result,,,,
7,,,Deji Aliu,NGR,DNS,,477,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/men/200-metres/heats/result,,,,
0,1.0,,Claudinei da Silva,BRA,20.44 Q,,477,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/men/200-metres/heats/result,,,,
1,2.0,,Solomon Wariso,GBR,20.51 Q,,477,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/men/200-metres/heats/result,,,,
2,3.0,,Iván García,CUB,20.70 Q,,477,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/men/200-metres/heats/result,,,,
3,4.0,,Sergiy Osovych,UKR,20.70 q,,477,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/men/200-metres/heats/result,,,,
4,5.0,,Francisco Javier Navarro,ESP,20.88,,477,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/men/200-metres/heats/result,,,,
5,6.0,,Boevi Menelik Lawson,TOG,21.06,,477,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/men/200-metres/heats/result,,,,
6,7.0,,Jun Osakada,JPN,21.25,,477,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/men/200-metres/heats/result,,,,
7,8.0,,Brahim Abdoulaye,CHA,21.86,,477,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/men/200-metres/heats/result,,,,
0,1.0,,Robson da Silva,BRA,20.53 Q,,477,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/men/200-metres/heats/result,,,,
1,2.0,,Robert Kurnicki,GER,20.61 Q,,477,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/men/200-metres/heats/result,,,,
2,3.0,,Raymond Stewart,JAM,20.83 Q,,477,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/men/200-metres/heats/result,,,,
3,4.0,,Carlos Gats,ARG,21.02,,477,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/men/200-metres/heats/result,,,,
4,5.0,,Daniel Cojocaru,ROU,21.09,,477,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/men/200-metres/heats/result,,,,
5,6.0,,Kurvin Wallace,SKN,21.29,,477,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/men/200-metres/heats/result,,,,
6,7.0,,Antoine Boussombo,GAB,21.32,,477,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/men/200-metres/heats/result,,,,
7,,,Olapade Adeniken,NGR,DNS,,477,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/men/200-metres/heats/result,,,,
0,1.0,,Frank Fredericks,NAM,20.73 Q,,477,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/men/200-metres/heats/result,,,,
1,2.0,,Chris Donaldson,NZL,20.75 Q,,477,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/men/200-metres/heats/result,,,,
2,3.0,,Neil de Silva,TTO,20.77 Q,,477,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/men/200-metres/heats/result,,,,
3,4.0,,Kevin Little,USA,20.80 q,,477,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/men/200-metres/heats/result,,,,
4,5.0,,Marc Blume,GER,20.86,,477,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/men/200-metres/heats/result,,,,
5,6.0,,Miguel Janssen,ARU,21.31,,477,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/men/200-metres/heats/result,,,,
6,7.0,,Keith Smith,ISV,21.63,,477,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/men/200-metres/heats/result,,,,
7,,,Vladislav Dologodin,UKR,DNF,,477,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/men/200-metres/heats/result,,,,
0,1.0,,Michael Johnson,USA,20.01 Q,,478,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,men,semi-final,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/men/200-metres/semi-final/result,,,,
1,2.0,,Robson da Silva,BRA,20.20 Q,,478,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,men,semi-final,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/men/200-metres/semi-final/result,,,,
2,3.0,,Geir Moen,NOR,20.32 Q,,478,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,men,semi-final,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/men/200-metres/semi-final/result,,,,
3,4.0,,John Regis,GBR,20.39 Q,,478,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,men,semi-final,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/men/200-metres/semi-final/result,,,,
4,5.0,,Damien Marsh,AUS,20.39,,478,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,men,semi-final,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/men/200-metres/semi-final/result,,,,
5,6.0,,Jean-Charles Trouabal,FRA,20.58,,478,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,men,semi-final,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/men/200-metres/semi-final/result,,,,
6,7.0,,Aléxios Alexópoulos,GRE,20.78,,478,5th IAAF World Championships in Athletics,Göteborg (Ullevi Stadium),05 AUG 1995 - 13 AUG 1995,SWE,200-metres,men,semi-final,https://www.worldathletics.org/results/world-athletics-championships/1995/5th-iaaf-world-championships-in-athletics-441/men/200-metres/semi-final/result,,,,
